sleep_seq,spo2_seq,hrv_mean,movement_mean,breathing_mean,label
"2,3,1,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3","97.47,97.44,97.48,97.69,97.49,98.17,98.29,97.27,99.02,97.22,96.71,98.30,97.35,98.26,96.08,99.11,98.54,96.80,96.82,99.34,97.41,97.33,96.19,97.72,97.82,98.57,96.88,96.78,98.36,98.81",57.43078119105694,0.7082675771611883,15.16179447710311,0
"1,0,2,3,1,0,2,1,2,2,3,1,2,1,2,1,1,2,2,2,2,2,0,2,2,3,3,0,2,0","93.01,97.37,91.69,96.89,94.72,99.31,97.25,96.48,96.97,94.00,99.25,99.98,96.79,99.18,94.86,94.41,96.08,96.87,95.21,97.08,96.61,94.00,97.04,97.73,96.34,98.31,93.57,96.94,93.66,93.77",53.6906916626221,0.8336913824192965,15.221231395871307,7
"2,2,2,3,0,0,3,2,2,1,0,2,2,1,1,2,0,3,1,2,3,2,1,2,1,1,3,2,2,1","99.10,96.64,98.44,96.27,95.81,95.33,95.38,92.90,96.53,95.92,97.49,96.19,95.67,94.26,96.14,97.48,93.71,96.17,96.47,94.56,94.82,96.46,93.73,96.70,94.21,98.13,100.00,94.28,97.07,94.55",70.40954173797789,0.6320171366810476,14.71477980361236,5
"2,1,2,2,2,3,1,2,2,2,2,3,2,2,1,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2","98.35,97.76,97.71,97.56,97.12,99.83,99.49,97.07,99.27,97.68,98.10,97.95,97.47,98.79,98.10,97.62,96.96,97.29,96.69,98.01,97.04,97.79,99.10,98.96,97.97,97.93,99.50,98.42,97.74,96.86",73.15098574531794,0.7966696999462165,15.095925364884723,0
"3,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,3,1","98.77,98.90,96.44,98.78,97.35,98.69,97.95,98.02,97.85,98.97,97.01,98.49,98.88,98.57,99.86,97.58,98.77,97.92,98.99,97.99,97.69,99.04,97.61,96.87,97.59,98.50,99.11,98.09,99.05,96.91",66.45389228145677,0.8280311072905433,15.03154497737597,0
"3,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,1,1,3,3,2,2,2,3,2","97.90,97.65,98.15,98.35,97.92,96.56,98.27,98.29,97.46,96.97,99.18,98.39,97.82,97.09,97.34,99.04,98.11,97.56,98.41,97.35,99.20,99.08,97.63,97.50,95.91,96.81,96.93,98.11,97.74,96.92",67.75068766028355,0.6483978596683944,14.60589503617376,0
"1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,3,3,1,2,2,3,2,3,2,2,1,1,2,1","97.02,99.14,99.24,98.71,97.39,97.76,98.12,97.44,99.35,98.12,95.84,98.27,97.72,97.94,97.71,98.65,98.90,98.23,97.73,97.97,98.02,97.36,98.46,98.37,99.23,99.00,97.45,98.66,97.24,98.56",65.86708640991914,0.780836399294525,14.877301506781778,0
"0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0","98.33,94.62,97.19,97.37,96.96,96.35,94.95,97.37,98.46,96.41,97.44,95.43,97.46,96.61,96.24,96.24,96.61,97.38,95.69,96.60,96.96,95.90,98.80,96.15,96.33,96.02,98.80,97.55,96.06,98.11",57.00698694288878,0.8930196794161944,14.845075982911206,2
"1,1,1,1,2,0,1,2,2,2,3,0,2,2,2,1,1,3,1,3,2,2,3,2,1,2,3,1,1,0","88.87,97.35,97.04,89.35,92.44,89.96,93.84,93.53,94.44,93.00,100.00,88.92,86.87,90.82,87.30,87.52,89.00,89.23,89.14,93.55,90.48,91.46,94.68,89.70,91.21,93.10,86.18,84.85,93.04,93.48",72.77064161822892,0.9154380591793079,15.116125822087135,1
"2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,1,2,3,3,1,2,2,1,2,1,2,2,1,1,3","96.96,98.31,97.06,98.74,96.58,97.54,97.79,97.49,97.55,99.50,97.32,99.95,98.35,98.07,98.38,100.00,97.21,97.10,97.40,98.03,96.62,98.02,99.35,98.12,97.77,97.51,98.72,97.34,99.48,99.55",72.0540063892943,0.5996106320520156,14.634044980065863,0
"1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0","96.63,97.70,95.67,98.17,95.54,96.33,96.00,95.25,97.09,98.81,99.67,97.10,98.12,97.23,97.50,96.66,97.20,97.54,96.42,96.92,96.94,97.83,95.93,96.95,98.91,98.16,98.35,97.02,97.32,98.00",70.60255529530932,0.665679082708018,15.44445742750218,2
"1,2,2,2,1,3,2,2,2,2,3,3,2,3,2,3,2,2,2,3,1,2,2,2,2,3,2,3,2,2","97.57,97.78,97.98,99.56,98.55,99.23,98.48,97.43,98.09,98.19,97.25,97.69,97.84,99.28,96.34,98.96,97.25,96.90,98.94,98.59,99.00,98.64,99.65,98.45,97.87,98.27,98.99,97.38,97.48,97.75",53.163337609877345,0.6589764991901322,14.896854329150374,0
"3,3,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2","97.41,97.91,99.52,97.91,98.87,98.03,97.61,97.80,97.87,98.48,99.10,98.29,98.95,97.23,97.67,97.42,98.25,97.71,98.58,97.26,98.03,98.55,96.35,99.70,97.77,96.38,98.13,98.03,97.93,98.79",75.97955977141645,0.7653597841145016,14.936665680774338,0
"3,1,2,1,3,0,2,2,2,2,3,3,0,1,0,1,2,3,3,1,0,2,2,1,3,3,1,3,1,2","97.46,88.84,91.80,91.75,94.31,89.68,96.10,97.90,91.88,95.75,88.83,95.23,95.14,94.59,91.95,83.14,90.07,90.12,89.07,92.37,90.74,89.53,88.82,89.85,95.36,90.02,90.46,90.63,93.02,93.37",11.464121529082057,0.6280450636985433,15.216628495550967,1
"1,3,2,2,1,2,1,1,2,3,1,1,2,2,3,2,0,3,2,3,2,3,1,1,3,1,0,2,3,1","93.32,94.50,95.85,92.23,88.08,90.96,92.13,86.49,96.17,92.43,93.14,96.10,90.11,93.72,91.67,91.45,89.68,97.00,90.87,94.10,86.37,95.54,95.16,92.29,91.32,93.20,98.87,86.71,94.35,89.27",47.760979244403224,0.6318028395993189,14.623267328593858,1
"1,2,3,1,3,2,3,3,1,0,0,1,2,2,3,2,0,1,0,1,2,0,1,1,2,1,1,1,3,1","96.39,99.45,96.24,97.51,96.20,94.67,91.52,96.41,94.45,94.40,95.00,99.49,100.00,96.43,95.07,93.65,96.94,99.57,95.51,91.24,97.34,97.97,92.83,96.35,96.90,95.85,94.42,98.03,95.19,93.03",39.50525514330319,0.6751033969518296,14.656211250907072,4
"2,2,2,2,3,1,3,3,2,3,2,1,2,1,2,2,2,2,2,3,1,2,1,2,1,2,2,1,3,1","97.70,97.96,98.19,95.05,97.35,97.69,99.20,97.14,98.13,99.20,96.95,98.32,97.36,97.60,97.36,97.41,100.00,98.68,98.88,98.39,96.71,98.32,98.86,97.32,98.77,98.56,99.48,97.67,97.12,97.71",81.48456794530898,0.7560596542343975,14.783141844395958,0
"0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0","95.59,96.29,98.18,96.70,95.76,96.83,98.44,97.17,97.01,98.64,95.57,95.71,95.38,97.37,97.17,98.54,97.24,96.60,97.00,97.12,95.33,99.71,97.52,97.21,97.62,97.71,96.86,96.37,97.60,97.39",46.90109900910592,1.0277555014168995,14.927345641934101,2
"0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0","96.81,97.74,97.64,96.73,97.22,96.18,97.70,96.92,96.72,96.64,96.94,96.55,97.66,96.60,98.59,98.47,96.11,97.07,96.35,96.67,99.00,96.69,97.36,97.54,96.00,96.14,95.79,96.11,94.15,97.54",75.5419384125607,0.766578381924044,14.733981559063093,2
"1,1,3,1,2,1,3,3,2,2,1,3,3,3,2,2,3,2,2,1,3,1,2,2,2,2,2,1,2,3","97.63,97.86,99.09,97.85,98.68,96.23,99.94,99.20,97.77,96.42,98.23,96.84,98.36,98.33,97.25,98.90,98.64,98.78,98.01,96.87,98.78,97.78,96.89,99.08,99.68,97.97,99.73,98.07,97.70,97.50",83.09665926394194,0.6635650284403333,15.95624193957765,0
"0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0","96.80,96.82,95.56,97.95,97.95,97.79,96.37,96.29,95.71,97.08,95.92,95.82,96.58,96.51,96.46,97.47,97.08,96.71,97.18,96.01,97.11,97.15,95.50,98.00,96.12,97.09,98.16,97.93,97.03,96.64",64.47511908575567,0.7670472331387526,14.29936330862796,2
"1,3,3,3,1,3,2,2,3,2,3,2,3,2,3,1,2,2,2,2,2,1,2,2,3,1,1,2,2,2","98.71,98.87,97.98,98.50,99.33,98.21,97.55,98.37,97.56,97.60,96.78,98.74,97.69,98.15,97.17,98.35,97.39,97.89,98.70,98.63,97.98,96.59,100.00,99.40,98.58,97.40,97.91,97.57,99.01,98.21",63.72668913312134,1.1872999828180122,14.804691649613533,0
"2,3,1,3,1,1,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,3,3,3,3,2","97.44,96.92,98.02,97.68,100.00,98.54,97.67,97.16,96.50,97.18,98.09,99.14,98.90,98.18,97.74,98.22,97.59,99.37,97.85,97.93,96.23,97.84,98.67,97.15,97.40,98.63,96.82,98.85,97.57,97.69",61.00897275899525,0.6227098361136608,15.287810016387038,0
"3,2,2,3,1,2,3,3,3,3,1,3,2,3,2,2,2,2,1,3,3,1,2,2,2,1,3,2,2,2","92.57,87.77,84.44,85.74,85.63,90.62,89.03,82.71,86.26,91.51,89.41,90.27,89.53,94.51,88.94,86.46,84.34,89.00,78.24,87.26,87.18,82.54,84.29,91.24,88.92,88.41,89.23,88.37,92.97,88.49",22.501442634174996,1.080457448460693,14.700736909437557,6
"3,1,2,1,1,1,1,3,0,2,2,2,2,0,2,1,3,2,3,0,1,1,0,1,2,1,2,3,2,1","94.50,91.68,96.92,93.79,97.98,95.24,97.21,98.80,93.58,94.87,95.85,99.08,94.68,94.81,96.96,94.85,96.31,92.90,100.00,93.30,95.36,95.94,99.83,93.35,99.97,97.51,96.83,94.03,97.14,94.55",72.66661253198413,0.6631478203449994,15.01034583326223,7
"1,0,1,1,2,3,2,3,2,1,3,1,3,1,0,3,2,3,3,0,2,1,2,2,1,2,2,0,2,2","98.36,95.71,96.81,96.03,94.03,91.49,96.86,96.35,94.76,92.76,97.26,95.47,97.11,99.73,91.72,94.60,95.58,98.91,92.73,99.87,96.27,95.81,95.60,95.13,98.10,93.86,96.69,95.23,94.48,100.00",64.1905073475346,0.7175680499274553,14.780734064471174,5
"3,2,2,2,2,2,3,2,2,2,1,1,3,2,2,2,3,2,3,2,3,2,2,2,2,1,2,2,1,3","98.70,98.26,97.10,99.10,99.63,98.12,98.41,98.16,98.42,97.90,97.97,98.72,99.88,96.88,97.92,97.06,99.27,97.53,96.85,98.51,99.40,98.53,98.16,98.33,99.13,97.30,97.91,97.64,97.07,97.74",78.86176876785959,0.8442660329183993,15.305051223920405,0
"2,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,2,1,2,3,2,3,2,3,2,2,1,2,2,2","98.62,98.05,97.78,97.07,96.55,97.59,98.72,99.00,98.95,97.35,97.08,98.40,98.51,98.32,96.39,97.31,97.98,98.39,98.61,98.12,98.26,98.07,98.55,98.25,98.05,97.79,98.07,98.39,98.21,98.30",80.74177489080948,0.7842233536184225,14.308521957402652,0
"1,2,1,1,1,3,2,2,3,3,1,3,0,1,3,1,1,1,2,1,2,3,2,1,3,1,0,0,2,0","95.15,94.47,97.47,92.92,97.13,97.37,94.24,94.36,95.55,96.56,95.69,96.87,99.53,94.98,92.57,97.65,99.37,96.79,93.82,95.75,93.76,97.29,93.30,95.40,93.99,96.25,95.27,96.35,96.04,94.03",66.26877063529022,0.7992266645790005,15.477696099229082,3
"2,2,1,1,0,3,3,1,0,1,2,2,2,1,2,2,1,2,1,1,3,1,3,2,1,2,2,1,1,1","90.67,86.90,89.80,91.42,94.00,92.57,96.82,88.89,94.64,92.14,94.08,90.69,95.22,92.89,89.96,91.96,91.28,93.47,88.46,91.91,93.19,92.10,96.04,94.32,91.98,92.65,92.89,93.21,86.52,91.10",30.186731181678883,0.864629255955735,15.622767540669532,1
"3,1,2,2,1,2,3,2,2,2,2,1,2,3,2,1,2,1,2,2,1,3,2,2,3,1,3,1,2,3","98.01,98.73,99.29,98.58,97.93,99.10,96.25,96.86,98.55,98.01,98.48,98.05,98.46,97.35,98.46,98.80,98.98,99.61,98.20,98.22,96.78,97.57,97.85,98.84,97.51,98.64,98.00,97.86,98.20,97.69",66.56770201525867,0.7880128880277638,14.474230590550286,0
"0,3,1,2,0,1,3,2,3,3,1,1,3,3,2,2,2,1,2,3,2,0,1,1,1,3,0,1,1,2","86.89,87.52,92.54,90.53,90.12,86.70,92.06,91.84,93.96,92.21,91.60,95.53,88.06,93.61,86.99,89.48,88.36,94.35,91.80,91.96,88.68,91.10,89.71,93.15,89.03,95.99,86.97,89.58,97.03,90.69",32.221456027147056,0.6426821476813167,14.998414926437794,1
"3,2,2,2,3,1,3,1,2,3,2,2,1,2,1,2,2,3,3,1,2,1,1,1,3,3,1,1,2,2","96.84,98.29,97.36,98.86,98.18,98.49,99.13,97.75,97.54,98.70,98.41,97.85,99.11,97.83,98.03,98.02,97.25,98.06,99.12,98.36,98.02,97.87,98.26,98.60,98.49,97.73,98.26,98.38,97.19,98.13",52.70956890958111,0.8703163160547902,14.995284610871163,0
"1,1,2,1,2,2,1,2,1,1,1,3,3,3,2,1,2,2,3,1,1,2,3,3,2,3,2,3,3,3","95.22,84.09,85.55,80.08,96.11,91.45,84.68,86.87,85.45,94.17,82.32,88.46,87.57,91.31,87.58,80.97,87.00,84.11,88.32,93.74,81.04,84.80,85.79,86.47,90.96,87.31,89.66,85.50,88.92,91.11",31.21240540315494,0.9488067533079276,15.409622724799346,6
"2,3,3,2,2,2,1,3,2,3,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,3,2,1","98.14,97.88,98.65,98.99,96.78,97.52,98.66,97.63,97.36,98.81,96.97,97.76,98.26,97.54,98.63,97.54,99.13,97.90,98.54,98.60,97.50,96.36,98.29,98.06,98.44,97.82,97.66,99.61,96.82,98.59",65.40318513453288,0.5225347729327777,14.93604737899995,0
"2,1,1,2,1,2,0,2,0,0,3,2,1,1,2,2,3,3,2,1,1,2,0,1,0,0,1,1,2,1","92.25,94.78,95.52,92.60,96.75,96.53,96.13,95.57,95.41,97.00,95.94,96.63,96.43,98.25,97.35,96.39,99.04,96.84,98.61,97.21,92.32,98.61,96.27,95.90,96.56,95.31,96.45,94.82,98.55,95.77",56.17416157277567,0.863782295794735,14.846826561379551,3
"3,3,2,1,1,2,2,1,2,2,2,2,2,3,1,2,1,1,2,3,2,2,2,2,3,2,1,2,2,2","97.61,98.11,97.14,98.27,97.63,98.84,98.62,97.60,97.90,97.56,96.86,97.31,98.16,98.26,98.12,97.76,98.75,98.05,98.56,96.58,94.86,98.23,96.86,97.83,97.76,99.27,98.32,98.13,98.67,98.29",66.33858405609253,1.0079812254763711,14.696892202313785,0
"0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1","96.19,97.56,99.05,97.61,97.47,97.53,95.93,97.12,96.97,97.32,97.12,97.38,96.69,97.06,95.77,96.68,98.39,97.32,96.98,98.90,95.64,95.89,98.71,97.05,96.76,95.80,97.45,97.54,95.91,96.86",51.64484167966934,0.7314183521464913,14.905263134792902,2
"0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0","97.06,96.27,96.09,97.70,97.85,97.60,98.52,96.46,98.67,96.10,95.99,95.24,96.55,96.50,97.53,97.24,95.81,96.61,96.63,95.22,96.02,96.23,98.43,97.19,97.66,95.50,98.19,98.30,95.00,96.29",59.9576557301551,0.6746660603033255,14.794931016429528,2
"2,2,3,2,2,2,2,1,3,2,1,2,1,2,1,1,1,1,2,3,2,3,2,2,1,2,2,2,2,2","96.65,98.48,98.14,97.23,96.89,98.62,99.20,97.65,97.09,96.03,97.22,97.91,99.28,98.54,98.24,97.68,97.53,99.12,98.16,96.32,97.46,97.31,97.56,98.45,97.91,97.94,99.05,97.44,99.49,97.46",70.71358557290057,0.5984202967835033,14.247588600099682,0
"2,2,1,1,2,2,2,3,1,0,3,1,2,2,2,1,2,2,2,1,0,0,1,1,3,2,2,2,1,3","94.33,95.47,98.15,95.96,95.33,97.13,96.55,98.06,98.58,96.61,96.58,96.43,96.98,96.11,96.00,98.39,99.03,92.98,96.02,94.62,95.38,96.81,97.34,95.78,92.17,94.07,97.79,90.52,98.37,97.04",73.16176081530023,0.7971719946176595,15.12440482114,7
"2,2,2,1,3,2,2,2,1,3,2,3,3,2,2,0,0,1,1,1,1,1,1,0,0,2,2,1,2,2","95.22,99.81,94.05,99.78,94.07,96.48,93.45,96.03,96.77,95.69,97.43,96.20,94.96,94.87,97.62,94.69,97.83,98.45,92.66,98.27,100.00,96.50,97.20,98.07,95.45,96.36,93.37,96.28,97.00,97.03",70.6542472359758,0.8272801261773329,14.870455016299044,4
"3,1,2,2,2,1,2,1,2,1,2,2,2,2,2,3,1,2,2,2,1,2,1,1,1,1,2,3,1,3","86.31,92.18,88.48,85.00,92.62,88.77,88.01,88.71,83.72,85.89,88.01,87.22,93.09,88.87,91.42,88.04,92.23,89.59,88.05,87.95,84.18,90.03,87.84,85.99,92.43,83.00,86.31,92.11,89.26,87.81",43.01204251780176,0.7104016096800816,14.981319913678496,6
"2,1,2,1,3,2,2,1,2,1,2,3,2,2,2,3,3,2,2,2,1,2,2,1,1,2,3,2,2,2","88.34,81.76,96.47,86.35,88.58,80.43,87.75,88.91,87.66,85.75,84.21,92.52,88.12,94.16,85.89,86.26,91.26,81.51,83.15,92.39,83.31,80.72,95.47,82.42,88.74,88.28,76.76,86.93,89.79,89.42",50.84224820564202,0.8571988883570179,14.776938754634235,6
"0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1","98.30,96.29,97.93,98.81,98.21,97.11,96.67,95.47,97.31,95.88,96.21,95.81,96.54,96.97,97.27,96.40,98.07,96.79,96.21,97.23,98.96,97.34,96.64,95.47,96.78,97.23,96.61,95.33,96.15,98.45",69.34001003730461,0.7393186679753083,14.957928307973337,2
"2,2,1,2,3,3,1,1,3,2,2,2,2,2,3,2,1,1,1,2,1,1,3,1,1,1,1,2,3,3","96.46,78.83,83.57,81.72,89.35,85.93,85.85,84.06,75.07,94.03,84.00,86.35,82.18,91.89,88.57,84.69,86.43,94.71,87.71,87.27,84.23,80.42,87.36,89.30,92.40,79.01,83.50,85.68,87.99,87.42",38.53973577175277,0.716479219451871,14.995223350581808,6
"2,1,3,2,2,2,2,1,2,2,3,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,3,3,3,3","97.56,97.52,96.98,97.10,97.34,98.47,97.70,97.83,99.02,99.04,97.77,97.50,97.31,98.55,97.84,97.69,97.35,97.38,98.26,96.95,98.80,97.57,97.88,96.93,97.99,97.74,97.96,99.18,98.14,97.36",64.30944071562746,1.0800300423088494,14.342619511697468,0
"3,3,2,2,1,2,2,1,2,1,2,2,2,1,1,2,3,1,2,3,1,3,2,2,2,2,2,3,2,2","96.91,97.48,98.63,97.40,99.79,97.45,98.82,98.68,98.25,97.46,97.88,96.28,98.18,98.28,98.11,95.62,96.99,97.40,98.23,98.23,97.86,98.51,97.18,98.49,98.38,98.30,97.85,99.46,98.39,97.23",71.98644380588787,0.7790471898974124,15.282950217866434,0
"2,2,2,3,2,1,2,2,1,2,1,3,2,2,3,2,1,2,1,1,1,2,1,2,3,2,3,2,2,2","97.85,99.74,99.16,96.66,98.31,98.00,98.66,97.40,97.33,97.46,97.54,98.65,97.06,97.50,96.57,98.81,99.02,97.74,97.76,98.36,99.18,98.33,97.44,96.70,97.11,98.06,97.48,98.16,97.56,97.15",60.583746948375435,0.9565531798720406,15.159217066951653,0
"2,1,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2","97.05,96.98,98.77,97.91,97.91,98.72,98.27,97.05,97.74,98.53,98.41,98.21,98.75,97.71,98.14,95.30,97.64,98.61,97.69,97.63,97.17,98.80,98.44,98.66,96.62,97.87,97.78,97.78,97.51,97.72",76.79715826165321,0.8862609853696319,15.073799965236512,0
"1,3,2,1,3,0,3,1,2,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,0,3,2,1,2,0","94.12,94.33,97.67,92.03,93.28,89.06,98.41,90.99,91.08,90.96,90.07,89.81,90.43,87.90,89.64,97.85,94.21,94.78,95.53,97.50,86.69,88.31,89.59,90.59,91.10,90.66,92.66,92.11,89.83,85.47",36.08557553545562,1.1146940810340698,15.36007066077172,1
"2,2,2,2,3,1,3,2,2,1,2,2,2,1,2,1,3,3,1,3,3,2,2,2,2,2,2,2,1,3","98.43,97.11,96.65,97.99,98.78,98.47,98.05,98.38,97.98,96.86,96.86,97.84,97.87,98.68,98.61,98.48,97.78,96.90,98.33,98.42,96.09,97.33,97.45,98.09,97.36,97.97,97.83,97.87,97.43,97.49",61.35786352175446,0.8063260035695017,14.66048363179187,0
"2,3,1,1,1,2,2,0,2,0,1,2,1,0,3,3,2,1,1,3,2,3,1,1,3,2,0,1,1,0","91.23,93.80,94.75,98.42,94.37,96.36,96.45,98.60,98.53,95.88,95.05,94.67,95.52,95.13,97.11,96.84,97.18,98.52,99.73,96.25,98.20,95.30,98.37,98.12,98.02,96.19,94.66,93.21,95.92,99.07",56.90155098635927,0.7554718619522236,15.199984304741532,5
"1,2,3,1,3,1,3,2,1,1,1,1,1,2,3,0,2,2,3,2,2,1,1,0,1,0,2,1,2,1","93.41,90.37,88.77,89.59,92.68,88.16,89.75,93.99,99.81,93.43,89.25,90.90,92.09,90.95,94.71,92.65,94.72,91.06,95.98,91.50,89.09,98.53,86.53,89.78,90.12,99.52,97.42,96.48,91.01,99.28",52.420224046091654,0.9812650941875052,14.45266814741667,1
"2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,3,2,2","98.91,98.23,98.47,96.66,98.30,97.41,97.32,99.40,97.83,97.20,97.71,96.96,99.15,97.44,98.42,99.08,97.60,98.43,97.18,99.96,98.75,97.85,97.38,97.91,97.73,99.56,97.02,98.11,97.99,97.91",69.13106676049325,0.682219990096662,14.864472110115765,0
"1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0","95.51,98.68,97.00,96.18,97.12,96.45,96.38,97.43,95.40,95.56,97.02,96.98,97.34,98.88,97.10,97.60,96.02,97.77,96.47,97.07,96.89,98.03,95.69,94.72,96.79,97.47,97.15,98.23,97.44,96.44",31.745798458603197,0.568682422337614,14.581182045807111,2
"3,3,1,2,2,1,2,2,3,1,2,3,2,3,1,2,2,1,2,2,1,2,2,2,3,2,2,3,3,1","97.70,98.21,98.63,97.54,97.49,99.33,98.79,98.63,98.63,98.37,99.61,98.04,98.46,96.84,97.34,97.04,99.02,95.96,97.68,95.61,97.33,97.61,99.11,98.32,97.33,98.85,98.01,98.03,97.04,97.21",63.39922160043581,0.6247088565611366,15.016697414961195,0
